Sex,Race/Ethnicity,Age,Stage at Diagnosis,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000"
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2013,43.4881
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2014,57.408
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2015,47.9384
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2016,54.8005
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2017,55.3544
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2000,362.7839
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2001,399.7263
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2002,378.7449
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2003,373.9839
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2004,404.5228
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2005,374.4699
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2006,374.9247
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2007,353.2673
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2008,385.4644
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2009,387.9356
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2010,387.4852
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2011,362.7448
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2012,355.8511
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2013,370.372
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2014,368.1246
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2015,385.9401
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2016,390.198
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2017,355.0308
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2000,1157.3727
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2001,1415.0565
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2002,1263.2236
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2003,1388.196
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2004,1484.9184
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2005,1432.8266
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2006,1316.0333
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2007,1409.0789
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2008,1336.8413
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2009,1372.2769
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2010,1396.0487
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2011,1383.2465
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2012,1257.1645
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2013,1313.3192
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2014,1214.7377
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2015,1281.4093
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2016,1188.0539
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2017,1077.7736
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2000,1659.0718
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2001,1735.8874
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2002,1694.4837
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2003,1845.3887
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2004,1763.8473
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2005,1775.9363
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2006,1861.4731
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2007,1666.7714
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2008,1725.4421
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2009,1629.1329
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2010,1786.6237
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2011,1673.1669
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2012,1573.516
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2013,1675.0309
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2014,1549.4806
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2015,1659.3876
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2016,1577.9798
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2017,1502.7233
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2000,10.5338
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2001,13.0547
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2002,17.8809
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2003,12.3802
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2004,11.9062
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2005,12.8912
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2006,9.9802
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2007,11.7623
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2008,9.7475
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2009,11.664
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2010,9.2053
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2011,12.1393
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2012,12.0586
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2013,10.2626
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2014,12.4728
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2015,10.0746
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2016,11.9811
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2017,9.6875
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2000,328.6747
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2001,330.9988
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2002,330.3605
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2003,321.3882
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2004,323.4644
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2005,318.8913
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2006,317.1309
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2007,325.4672
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2008,321.2077
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2009,317.8399
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2010,313.8066
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2011,315.0137
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2012,304.9905
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2013,308.8747
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2014,300.9092
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2015,304.9697
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2016,299.2967
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2017,297.8086
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2000,69.089
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2001,72.7279
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2002,73.1709
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2003,72.2789
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2004,74.7125
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2005,76.2431
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2006,75.2056
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2007,77.6104
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2008,77.0553
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2009,79.1313
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2010,77.3798
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2011,80.0252
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2012,80.0732
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2013,83.8705
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2014,82.4793
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2015,84.4648
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2016,82.5649
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2017,81.427
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2000,550.7853
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2001,544.6903
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2002,556.3935
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2003,526.2654
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2004,537.6086
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2005,538.5837
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2006,525.889
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2007,549.4312
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2008,560.1765
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2009,546.7446
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2010,550.3831
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2011,552.1728
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2012,532.4558
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2013,542.6043
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2014,544.7141
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2015,551.8295
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2016,548.7101
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2017,554.9455
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2000,1551.4478
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2001,1556.233
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2002,1534.7596
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2003,1504.6243
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2004,1493.6581
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2005,1447.5529
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2006,1454.6278
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2007,1478.8836
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2008,1435.6091
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2009,1413.013
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2010,1386.8114
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2011,1379.0924
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2012,1322.9064
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2013,1319.8543
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2014,1262.291
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2015,1274.6078
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2016,1244.3003
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2017,1231.643
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2000,11.1572
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2001,14.7239
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2002,12.5317
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2003,11.6947
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2004,13.0152
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2005,13.1305
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2006,12.4344
